"fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc","prepaid","default"
747,201703,"9",203702,"17660",0,1,"P",78,48,247000,78,3.5,"R","N","FRM","ID","SF","83800","F117Q1020322","C",240,2,"LOANDEPOTCOM,LLC","PNCBANK,NATL","",1,0
724,201703,"9",204702,"29620",30,1,"P",93,50,207000,93,4.25,"R","N","FRM","MI","SF","48800","F117Q1020495","N",360,2,"Other sellers","Other servicers","",1,0
788,201703,"Y",204702,"12420",0,1,"P",53,39,83000,53,4.375,"R","N","FRM","TX","CO","78700","F117Q1020617","P",360,2,"Other sellers","ROUNDPOINTMTGESERVIC","",1,0
766,201703,"9",204702,"38060",0,1,"P",66,40,144000,66,4.375,"R","N","FRM","AZ","SF","85000","F117Q1020756","C",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
752,201704,"N",204703,"47664",30,1,"P",95,34,157000,95,4.375,"R","N","FRM","MI","SF","48000","F117Q1020758","P",360,2,"Other sellers","Other servicers","",1,0
770,201703,"9",204702,"38300",0,1,"I",55,26,106000,55,4.49,"B","N","FRM","PA","SF","15200","F117Q1020878","C",360,1,"FAIRWAYINDEPENDENTMT","MATRIXFINANCIALSERVI","",1,0
810,201703,"9",204702,"18140",0,1,"P",54,40,175000,54,4.25,"C","N","FRM","OH","SF","43000","F117Q1020909","C",360,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
747,201703,"N",204702,"36084",30,1,"P",95,45,380000,95,4.5,"R","N","FRM","CA","SF","94800","F117Q1020952","P",360,1,"Other sellers","MATRIXFINANCIALSERVI","",1,0
751,201703,"9",204702,"42220",0,1,"P",65,38,302000,49,4.125,"B","N","FRM","CA","SF","95400","F117Q1021050","N",360,2,"Other sellers","MATRIXFINANCIALSERVI","",1,0
694,201703,"9",204702,"40140",0,1,"P",44,38,152000,44,4.5,"C","N","FRM","CA","PU","92500","F117Q1021069","N",360,2,"Other sellers","MATRIXFINANCIALSERVI","",1,0
679,201703,"N",204702,"48424",0,1,"P",75,43,232000,75,4.625,"B","N","FRM","FL","PU","33400","F117Q1021109","P",360,1,"STEARNSLENDING,LLC","WELLSFARGOBANK,NA","",1,0
758,201703,"9",204702,"45300",0,1,"P",80,50,232000,80,4.75,"R","N","FRM","FL","PU","34600","F117Q1021324","N",360,1,"Other sellers","Other servicers","",1,0
711,201703,"9",204702,"33460",0,1,"P",80,25,210000,80,4.25,"C","N","FRM","MN","SF","55400","F117Q1021471","C",360,2,"Other sellers","Other servicers","",1,0
724,201703,"9",204702,"42034",25,1,"P",90,45,560000,90,4.5,"C","N","FRM","CA","PU","94900","F117Q1021530","N",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","Y",1,0
762,201703,"N",204702,"19124",0,1,"P",75,21,208000,75,4.375,"R","N","FRM","TX","SF","75100","F117Q1021580","P",360,2,"Other sellers","Other servicers","",1,0
786,201703,"9",204702,"35614",0,1,"I",75,23,360000,75,4.75,"B","N","FRM","NY","SF","10400","F117Q1021675","C",360,2,"LOANDEPOTCOM,LLC","Other servicers","",1,0
808,201703,"Y",204702,"16974",30,1,"P",95,33,276000,95,4.25,"R","N","FRM","IL","SF","60000","F117Q1021695","P",360,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
644,201703,"Y",204702,"12060",12,1,"P",85,24,383000,85,4.875,"R","N","FRM","GA","PU","30000","F117Q1021889","P",360,1,"STEARNSLENDING,LLC","Other servicers","",0,1
663,201703,"9",204702,"16974",0,1,"P",57,45,188000,57,4.25,"R","N","FRM","IL","SF","60400","F117Q1021952","N",360,1,"Other sellers","FREEDOMMTGECORP","",1,0
708,201703,"N",204702,"36260",0,1,"P",80,44,369000,80,4.5,"R","N","FRM","UT","PU","84000","F117Q1022101","P",360,2,"Other sellers","Other servicers","",1,0
646,201703,"9",204702,"47664",0,1,"P",79,43,294000,79,5.375,"R","N","FRM","MI","CO","48000","F117Q1022139","C",360,2,"LOANDEPOTCOM,LLC","Other servicers","",1,0
670,201703,"9",204702,"",0,1,"P",76,27,171000,76,4.875,"B","N","FRM","TN","SF","37800","F117Q1022621","N",360,2,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
762,201703,"N",204702,"16974",0,1,"P",90,36,424000,75,4.25,"R","N","FRM","IL","CO","60600","F117Q1023068","P",360,1,"Other sellers","Other servicers","",1,0
772,201703,"9",204702,"22220",0,1,"P",75,39,220000,75,4,"R","N","FRM","AR","SF","72700","F117Q1023191","N",360,1,"Other sellers","Other servicers","",1,0
812,201703,"9",204702,"42644",0,1,"P",58,19,280000,58,4.125,"C","N","FRM","WA","SF","98200","F117Q1023223","C",360,1,"USBANKNA","USBANKNA","",1,0
749,201703,"9",204702,"",0,1,"S",80,34,88000,80,4.25,"R","N","FRM","WI","SF","54800","F117Q1023362","P",360,2,"Other sellers","Other servicers","",1,0
768,201703,"N",204702,"34980",30,1,"P",95,36,280000,95,4.125,"C","N","FRM","TN","PU","37100","F117Q1023527","P",360,1,"AMERIHOMEMTGECOMPANY","PNCBANK,NATL","",1,0
743,201703,"Y",204702,"11244",0,1,"P",80,48,528000,80,4.75,"C","N","FRM","CA","CO","92600","F117Q1023740","P",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","Y",1,0
771,201703,"Y",204702,"31084",30,1,"P",95,37,476000,95,4.75,"R","N","FRM","CA","SF","91400","F117Q1023768","P",360,2,"Other sellers","ARVESTCENTRALMTGECO","Y",1,0
707,201703,"N",204702,"26420",25,1,"P",90,43,356000,90,4.375,"C","N","FRM","TX","PU","77500","F117Q1023908","P",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",0,1
723,201703,"9",204702,"42034",0,1,"P",80,45,400000,80,4.375,"C","N","FRM","CA","SF","94900","F117Q1023911","C",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
809,201703,"N",204702,"38060",0,1,"P",74,46,163000,74,4.375,"C","N","FRM","AZ","PU","85200","F117Q1024026","P",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
744,201703,"9",204702,"30020",0,1,"I",75,42,79000,75,4.75,"R","N","FRM","OK","SF","73500","F117Q1024250","C",360,1,"Other sellers","Other servicers","",1,0
790,201703,"Y",204702,"36740",0,1,"P",80,18,259000,80,3.875,"C","N","FRM","FL","PU","34700","F117Q1024376","P",360,1,"SUNTRUSTMORTGAGE,INC","Other servicers","",1,0
803,201703,"N",204702,"41660",0,1,"P",77,20,161000,77,4.375,"R","N","FRM","TX","SF","76900","F117Q1024481","P",360,1,"Other sellers","Other servicers","",1,0
727,201703,"9",204702,"",25,1,"P",88,31,375000,88,4.25,"B","N","FRM","MT","SF","59900","F117Q1024902","N",360,1,"Other sellers","Other servicers","",1,0
742,201703,"9",204702,"40140",0,1,"P",72,39,406000,72,4.25,"R","N","FRM","CA","SF","92300","F117Q1025010","C",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
664,201703,"9",204702,"47894",0,1,"P",70,29,292000,70,4.625,"R","N","FRM","VA","PU","20100","F117Q1025149","C",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
803,201703,"N",204702,"17820",30,1,"P",95,21,401000,95,4.625,"R","N","FRM","CO","PU","80900","F117Q1025173","P",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
696,201703,"9",204702,"16180",0,1,"P",78,25,184000,78,4.75,"R","N","FRM","NV","SF","89700","F117Q1025219","C",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
673,201703,"9",204702,"35004",0,1,"P",72,44,292000,72,4.75,"R","N","FRM","NY","SF","11500","F117Q1025241","C",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
676,201703,"9",204702,"11244",0,1,"P",66,44,359000,66,4.75,"R","N","FRM","CA","SF","90600","F117Q1025247","C",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
766,201703,"9",204702,"35614",0,1,"P",51,46,221000,51,4.25,"R","N","FRM","NY","SF","11400","F117Q1025302","C",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
709,201702,"9",204001,"",0,1,"P",24,38,55000,24,4.5,"R","N","FRM","AR","SF","72500","F117Q1025307","N",276,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
775,201703,"9",204702,"48900",0,1,"P",80,32,296000,80,4.375,"R","N","FRM","NC","PU","28400","F117Q1025378","C",360,2,"Other sellers","Other servicers","",1,0
701,201703,"9",204702,"39580",0,1,"I",58,45,90000,58,4.625,"R","N","FRM","NC","PU","27500","F117Q1025396","N",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
736,201703,"9",204702,"33460",0,1,"P",80,41,114000,80,4.75,"R","N","FRM","MN","PU","55300","F117Q1025464","C",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
704,201703,"9",204702,"46520",0,1,"P",78,29,439000,78,4.25,"R","N","FRM","HI","CO","96700","F117Q1025570","N",360,1,"Other sellers","Other servicers","",1,0
774,201703,"9",203202,"31140",0,1,"P",80,44,373000,80,3.875,"R","N","FRM","KY","PU","40200","F117Q1025593","C",180,2,"Other sellers","Other servicers","",1,0
760,201703,"9",204702,"",0,1,"S",85,36,76000,70,4.625,"R","N","FRM","MN","SF","56100","F117Q1025990","N",360,1,"Other sellers","SPECIALIZEDLOANSERVI","",1,0
767,201703,"9",203702,"38940",0,1,"P",25,47,105000,25,4.625,"R","N","FRM","FL","PU","34900","F117Q1026000","C",240,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
727,201703,"N",204702,"38900",30,1,"P",95,35,223000,95,4.25,"R","N","FRM","OR","SF","97200","F117Q1026264","P",360,1,"Other sellers","Other servicers","",1,0
802,201703,"Y",204702,"35614",0,1,"P",50,28,263000,50,4,"R","N","FRM","NJ","CO","07000","F117Q1026345","P",360,1,"LOANDEPOTCOM,LLC","MATRIXFINANCIALSERVI","",1,0
760,201703,"9",204702,"38060",0,1,"I",80,40,159000,80,5.25,"B","N","FRM","AZ","SF","85000","F117Q1026388","N",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
781,201703,"9",204702,"49700",0,1,"P",91,41,110000,56,3.99,"R","N","FRM","CA","SF","95600","F117Q1026625","N",360,1,"Other sellers","ROUNDPOINTMTGESERVIC","",1,0
689,201703,"9",204702,"41940",0,1,"P",10,45,99000,10,4.625,"R","N","FRM","CA","SF","95100","F117Q1026951","C",360,1,"Other sellers","Other servicers","",1,0
772,201703,"9",204702,"48300",0,1,"P",52,37,90000,52,5,"R","N","FRM","WA","SF","98800","F117Q1026953","C",360,2,"Other sellers","Other servicers","",1,0
778,201705,"9",203204,"44100",0,1,"P",76,36,83000,76,3.375,"R","N","FRM","IL","MH","62600","F117Q1027305","N",180,1,"Other sellers","Other servicers","",1,0
764,201703,"9",204702,"41940",0,1,"P",45,33,424000,45,3.99,"R","N","FRM","CA","SF","95100","F117Q1027411","C",360,2,"Other sellers","Other servicers","",1,0
723,201703,"9",204702,"19060",0,1,"P",79,26,188000,79,4.25,"R","N","FRM","WV","PU","26700","F117Q1027943","C",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
647,201703,"9",204702,"31084",0,1,"P",80,40,376000,80,5.25,"C","N","FRM","CA","SF","90600","F117Q1028051","N",360,2,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
762,201703,"9",204702,"22744",0,1,"P",68,28,266000,68,4.375,"R","N","FRM","FL","PU","33300","F117Q1028137","C",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
787,201703,"9",204702,"41940",0,1,"P",73,28,361000,73,4.5,"B","N","FRM","CA","CO","95100","F117Q1028150","C",360,1,"STEARNSLENDING,LLC","LAKEVIEWLOANSERVICIN","",1,0
627,201703,"9",203702,"48424",0,1,"P",24,40,70000,24,4.25,"R","N","FRM","FL","SF","33400","F117Q1028164","N",240,2,"Other sellers","Other servicers","",1,0
816,201703,"Y",204702,"31084",25,1,"P",90,43,476000,90,4.5,"B","N","FRM","CA","SF","90500","F117Q1028198","P",360,1,"STEARNSLENDING,LLC","LAKEVIEWLOANSERVICIN","Y",1,0
792,201703,"9",204702,"16740",0,1,"P",68,28,286000,68,4.25,"C","N","FRM","NC","PU","28200","F117Q1028497","C",360,1,"Other sellers","Other servicers","",1,0
707,201703,"N",204702,"",0,1,"P",55,50,100000,55,4.25,"R","N","FRM","NE","SF","69100","F117Q1028571","P",360,1,"Other sellers","Other servicers","",1,0
779,201703,"9",203202,"31084",0,1,"P",61,35,307000,61,3.125,"R","N","FRM","CA","SF","90700","F117Q1028618","N",180,1,"LOANDEPOTCOM,LLC","MATRIXFINANCIALSERVI","",1,0
674,201703,"9",204702,"19740",0,1,"P",70,42,255000,70,4.75,"R","N","FRM","CO","SF","80100","F117Q1028682","C",360,1,"Other sellers","Other servicers","",1,0
723,201703,"9",204702,"47664",0,1,"P",80,26,234000,80,4.375,"B","N","FRM","MI","PU","48000","F117Q1028697","N",360,1,"Other sellers","Other servicers","",0,1
673,201703,"Y",204702,"47894",0,1,"P",78,40,500000,78,4.625,"C","N","FRM","VA","PU","22300","F117Q1028730","P",360,1,"USBANKNA","USBANKNA","Y",1,0
682,201703,"N",204702,"16740",30,1,"P",95,45,304000,95,4.25,"C","N","FRM","SC","PU","29700","F117Q1028783","P",360,1,"USBANKNA","USBANKNA","",1,0
805,201703,"N",204702,"17460",0,1,"P",80,29,124000,80,3.99,"R","N","FRM","OH","SF","44000","F117Q1028821","P",360,1,"Other sellers","Other servicers","",1,0
747,201703,"9",204702,"19124",0,1,"P",74,42,162000,74,4.125,"R","N","FRM","TX","PU","75000","F117Q1028908","C",360,1,"Other sellers","Other servicers","",1,0
675,201703,"9",204702,"20500",0,1,"P",80,40,270000,80,5,"C","N","FRM","NC","PU","27700","F117Q1028977","C",360,1,"Other sellers","Other servicers","",1,0
768,201703,"9",203202,"36084",0,1,"P",48,42,369000,48,2.625,"R","N","FRM","CA","PU","94500","F117Q1029356","N",180,1,"Other sellers","MATRIXFINANCIALSERVI","",1,0
775,201703,"9",203202,"",0,1,"P",69,39,259000,69,3.5,"C","N","FRM","OK","SF","73600","F117Q1029376","C",180,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
802,201703,"N",204702,"12420",12,1,"P",82,50,346000,82,3.999,"R","N","FRM","TX","PU","78600","F117Q1029541","P",360,1,"Other sellers","PNCBANK,NATL","",1,0
755,201703,"9",204702,"35380",0,1,"P",65,45,175000,65,4.5,"C","N","FRM","LA","PU","70400","F117Q1029588","C",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
701,201703,"9",204702,"41740",0,1,"I",75,15,454000,75,5.125,"R","N","FRM","CA","SF","92100","F117Q1029626","C",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","Y",1,0
770,201703,"N",204702,"37100",0,1,"P",80,44,576000,80,4.75,"R","N","FRM","CA","PU","93000","F117Q1029678","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","Y",1,0
788,201703,"N",204702,"17140",25,1,"P",90,42,167000,90,4.125,"R","N","FRM","OH","SF","45200","F117Q1029767","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
797,201703,"N",204702,"38060",0,1,"P",73,47,300000,73,4.375,"R","N","FRM","AZ","PU","85200","F117Q1029950","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
704,201703,"9",203202,"46700",0,1,"P",75,37,288000,75,3.5,"C","N","FRM","CA","SF","94500","F117Q1030112","C",180,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
806,201703,"N",203202,"35840",0,1,"P",58,41,417000,58,2.75,"C","N","FRM","FL","SF","34200","F117Q1030159","P",180,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
797,201703,"9",203202,"44180",0,1,"P",75,35,65000,75,3.25,"C","N","FRM","MO","SF","65800","F117Q1030261","N",180,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
774,201703,"N",204702,"16700",0,1,"P",90,23,424000,75,4.58,"R","N","FRM","SC","PU","29400","F117Q1030272","P",360,1,"Other sellers","PINGORALOANSERVICING","",1,0
685,201703,"9",204402,"19124",0,1,"P",50,29,111000,50,4.625,"R","N","FRM","TX","PU","75000","F117Q1030339","N",324,2,"Other sellers","Other servicers","",1,0
726,201703,"9",203202,"19380",0,1,"P",60,24,124000,60,2.875,"R","N","FRM","OH","SF","45300","F117Q1030599","C",180,2,"Other sellers","Other servicers","",1,0
760,201703,"N",204702,"",12,1,"P",85,18,85000,85,4,"R","N","FRM","MN","SF","56000","F117Q1030628","P",360,1,"Other sellers","Other servicers","",1,0
752,201703,"9",204702,"",0,1,"P",63,42,50000,63,4.75,"R","N","FRM","MI","SF","49700","F117Q1030888","C",360,1,"Other sellers","Other servicers","",1,0
771,201703,"9",204702,"35614",0,1,"P",70,50,256000,70,4.25,"B","N","FRM","NJ","SF","07600","F117Q1030975","N",360,2,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
686,201703,"9",204202,"14454",0,1,"P",71,43,272000,71,4.875,"R","N","FRM","MA","CO","02000","F117Q1031508","C",300,1,"Other sellers","Other servicers","",1,0
765,201703,"9",204702,"41740",0,1,"P",78,29,417000,78,4.25,"B","N","FRM","CA","SF","92100","F117Q1031577","C",360,2,"Other sellers","SPECIALIZEDLOANSERVI","",1,0
693,201703,"9",204702,"12700",0,1,"P",78,45,255000,78,4.375,"R","N","FRM","MA","SF","02600","F117Q1031673","N",360,2,"LOANDEPOTCOM,LLC","JPMORGANCHASEBANK,NA","",1,0
722,201703,"N",204702,"",25,1,"P",88,34,263000,88,4.125,"R","N","FRM","NM","SF","88200","F117Q1031739","P",360,2,"Other sellers","Other servicers","",1,0
734,201703,"9",204702,"41740",0,1,"P",59,45,294000,59,4.5,"B","N","FRM","CA","PU","92000","F117Q1031759","N",360,1,"Other sellers","PNCBANK,NATL","",1,0
742,201703,"9",203202,"18140",0,1,"P",78,37,120000,78,3.75,"R","N","FRM","OH","SF","43000","F117Q1031924","N",180,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
702,201703,"Y",204702,"40140",0,1,"P",80,49,224000,80,4.5,"B","N","FRM","CA","SF","92500","F117Q1032023","P",360,1,"STEARNSLENDING,LLC","LAKEVIEWLOANSERVICIN","",1,0
657,201703,"9",204702,"40140",0,1,"P",68,40,225000,68,4.625,"C","N","FRM","CA","SF","92500","F117Q1032045","C",360,1,"STEARNSLENDING,LLC","LAKEVIEWLOANSERVICIN","",1,0
801,201703,"9",204702,"38060",0,1,"S",78,48,200000,78,4.5,"C","N","FRM","AZ","PU","85200","F117Q1032388","P",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
749,201703,"9",204702,"16974",30,1,"P",95,34,264000,95,4.25,"C","N","FRM","IL","SF","60100","F117Q1032435","N",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
796,201703,"Y",204702,"10420",0,1,"P",80,28,84000,80,4.5,"C","N","FRM","OH","SF","44200","F117Q1032506","P",360,1,"Other sellers","Other servicers","",1,0
763,201703,"N",204702,"",25,1,"P",90,37,72000,90,3.625,"R","N","FRM","MO","CO","63600","F117Q1032798","P",360,2,"USBANKNA","USBANKNA","",1,0
709,201703,"9",204702,"47300",0,1,"P",76,28,220000,76,4.625,"R","N","FRM","CA","SF","93200","F117Q1032889","N",360,1,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
770,201703,"9",204702,"",0,1,"P",66,25,188000,66,3.99,"R","N","FRM","CA","SF","95400","F117Q1033152","N",360,2,"NATIONSTARMTGELLC","WELLSFARGOBANK,NA","",1,0
705,201703,"9",204702,"29404",0,1,"P",70,28,370000,70,4.125,"R","N","FRM","IL","SF","60000","F117Q1033185","C",360,1,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
793,201703,"9",204702,"40484",0,1,"P",73,44,116000,73,4.5,"R","N","FRM","NH","SF","03800","F117Q1033313","C",360,1,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
710,201703,"9",204702,"40900",0,1,"P",66,44,173000,66,4.5,"R","N","FRM","CA","SF","95800","F117Q1033403","C",360,1,"NATIONSTARMTGELLC","Other servicers","",1,0
681,201703,"9",204702,"12420",0,1,"P",80,21,215000,80,4.875,"R","N","FRM","TX","SF","78700","F117Q1033422","C",360,1,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
709,201703,"9",204702,"16740",0,1,"I",79,28,166000,79,4.625,"R","N","FRM","NC","PU","28100","F117Q1033502","N",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
746,201703,"9",204402,"16740",12,1,"P",85,34,145000,85,4.125,"R","N","FRM","NC","SF","28200","F117Q1033747","C",324,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
805,201703,"9",204702,"35380",0,1,"P",77,44,132000,77,4.125,"C","N","FRM","LA","SF","70400","F117Q1033823","N",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
696,201703,"Y",204702,"25940",30,1,"P",95,40,415000,95,4.625,"R","N","FRM","SC","PU","29900","F117Q1033969","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
745,201703,"N",204702,"40900",30,1,"P",95,37,328000,95,4.5,"C","N","FRM","CA","SF","95600","F117Q1034027","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
703,201703,"9",202702,"19124",0,1,"P",80,43,326000,80,3.125,"C","N","FRM","TX","PU","75000","F117Q1034107","N",120,1,"Other sellers","FREEDOMMTGECORP","",1,0
717,201703,"9",204702,"36084",0,1,"P",61,42,325000,61,3.875,"R","N","FRM","CA","CO","94500","F117Q1034208","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
765,201703,"N",204702,"12420",12,1,"P",85,35,247000,85,4.25,"C","N","FRM","TX","PU","78600","F117Q1034642","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
795,201703,"N",204702,"33340",0,1,"P",80,48,276000,80,4.375,"C","N","FRM","WI","SF","53000","F117Q1034694","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
780,201703,"N",204702,"38060",0,1,"P",80,23,256000,80,4.375,"C","N","FRM","AZ","PU","85300","F117Q1034706","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
766,201703,"Y",204702,"23844",25,1,"P",90,43,241000,90,4.375,"C","N","FRM","IN","PU","46300","F117Q1034813","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
768,201703,"9",204702,"28140",0,1,"P",80,44,316000,80,4.25,"C","N","FRM","KS","PU","66200","F117Q1034836","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
669,201703,"N",204702,"41740",0,1,"P",80,47,385000,80,5,"R","N","FRM","CA","SF","92100","F117Q1034879","P",360,2,"Other sellers","ROUNDPOINTMTGESERVIC","",1,0
790,201703,"9",204702,"41740",0,1,"P",68,49,424000,68,4.125,"C","N","FRM","CA","SF","92000","F117Q1035587","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
789,201703,"N",204702,"40140",0,1,"P",80,42,244000,80,4.375,"C","N","FRM","CA","CO","92500","F117Q1035694","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
658,201703,"9",204702,"19740",0,1,"P",80,43,323000,80,5.375,"C","N","FRM","CO","PU","80100","F117Q1036165","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
752,201703,"9",204702,"",0,1,"I",80,12,34000,80,5.125,"R","N","FRM","NC","SF","28300","F117Q1036290","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
789,201703,"N",204702,"31140",0,1,"P",43,27,150000,43,3.99,"R","N","FRM","IN","PU","47100","F117Q1036494","P",360,2,"Other sellers","Other servicers","",1,0
805,201703,"9",204702,"28140",0,1,"P",49,22,77000,49,4.125,"C","N","FRM","MO","SF","64100","F117Q1036740","N",360,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
717,201703,"9",204702,"31084",0,1,"I",42,21,130000,42,4.875,"R","N","FRM","CA","SF","90000","F117Q1036836","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
682,201703,"9",204508,"17140",0,1,"P",80,43,138000,80,5.125,"R","N","FRM","KY","SF","41000","F117Q1036843","C",342,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
803,201703,"9",204702,"22744",0,1,"P",64,46,150000,64,4.625,"B","N","FRM","FL","PU","33000","F117Q1036987","C",360,1,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
757,201703,"N",204702,"10180",30,1,"P",95,35,321000,95,4.125,"R","N","FRM","TX","SF","79600","F117Q1037194","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
794,201703,"9",204702,"33124",0,1,"P",80,27,280000,80,4.625,"C","N","FRM","FL","PU","33100","F117Q1037352","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
720,201703,"9",204702,"11244",0,1,"P",80,39,536000,80,4.75,"C","N","FRM","CA","SF","92600","F117Q1037449","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","Y",1,0
790,201703,"N",204702,"30460",0,1,"P",95,43,417000,71,4.625,"C","N","FRM","KY","PU","40500","F117Q1037520","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
720,201703,"9",204702,"",0,1,"P",74,36,250000,74,4.625,"C","N","FRM","OR","SF","97000","F117Q1037565","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
755,201703,"N",204702,"23104",0,1,"P",80,41,257000,80,4.625,"C","N","FRM","TX","PU","76100","F117Q1037582","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
685,201703,"9",204702,"38060",0,1,"P",63,43,115000,63,4.75,"R","N","FRM","AZ","SF","85000","F117Q1037893","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
698,201703,"N",204702,"35084",0,1,"P",55,50,140000,55,4.375,"C","N","FRM","NJ","SF","07000","F117Q1037985","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
767,201703,"9",204702,"12580",0,1,"P",78,41,120000,78,4.625,"R","N","FRM","MD","PU","21200","F117Q1038006","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
766,201703,"9",204702,"37460",0,1,"P",62,38,125000,62,4.625,"R","N","FRM","FL","SF","32400","F117Q1038073","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
